CVEGEO,colonia_cve,cuadrante_id,Industria,Comercio,Servicios
0901200011458002,1637,048,1,0,0
0901200011744027,1696,046,0,1,0
0901200010642021,1629,044,0,0,0
0901200010712034,1615,045,0,1,0
0901200012051018,482,047,0,0,2
0901200010534015,1472,049,0,0,1
0901200010515017,472,043,1,11,11
0901200011119039,1671,044,3,7,8
0901200010229017,1607,042,0,0,1
0901200011458020,1635,048,1,1,1
0901200271782004,1718,047,0,2,2
0901200011369016,1621,041,1,1,4
0901200010159012,1603,042,1,1,1
090120001216A034,508,0413,0,2,4
0901200010604009,473,046,0,3,5
0901200010676018,1647,043,0,0,5
0901200011424005,1678,045,0,2,1
0901200010125002,489,041,1,7,10
0901200010182030,491,044,0,2,1
0901200010182039,491,043,1,1,4
0901200010360001,1648,043,1,2,6
0901200011299023,1631,048,0,4,1
0901200011299024,1631,048,0,1,0
0901200011299034,1631,048,1,0,0
0901200011388031,1621,041,2,2,3
0901200011424044,1672,045,0,2,0
0901200011744016,1696,046,2,2,1
0901200012210046,478,047,0,1,0
0901200012441051,523,042,0,0,1
0901200261528007,1702,046,3,12,11
0901200261528044,1702,046,0,2,1
0901200261532001,1702,046,2,4,6
0901200012210048,479,047,0,1,0
090120001223A015,1670,045,0,1,0
0901200262403015,1701,045,0,1,0
0901200262418031,1701,045,0,0,1
0901200272032019,1718,047,2,17,8
0901200011956039,469,042,0,3,3
0901200011975032,505,0414,0,0,0
090120001198A002,506,0414,0,0,0
090120001198A003,506,0414,0,1,0
090120001198A022,506,0414,0,0,0
0901200012009005,1685,042,2,4,10
0901200012009014,1686,042,1,3,3
0901200012047002,1627,047,0,1,0
0901200012047010,1627,047,0,1,0
0901200012047026,480,047,0,0,0
0901200012051017,482,047,0,1,2
0901200010426015,1601,045,0,4,6
0901200010708027,1611,045,0,2,5
0901200010657033,1625,044,1,3,9
0901200010708023,1613,046,0,0,2
0901200010835013,1636,048,2,0,0
0901200012102005,1660,049,0,0,0
0901200010125003,489,041,2,6,6
090120001020A002,498,043,1,2,7
090120001038A021,1649,047,0,1,1
0901200010801018,1628,047,0,5,8
0901200011496006,1626,047,0,9,3
0901200011513033,484,048,0,2,2
0901200011513043,484,048,3,5,2
0901200011640063,1690,042,0,1,0
0901200012047027,480,047,0,4,4
0901200012047036,480,047,0,1,1
0901200261532012,1702,046,1,1,1
0901200010322017,1624,043,1,2,1
0901200010341008,1625,042,1,1,4
0901200010341046,1639,042,0,0,0
090120001038A017,1649,046,0,0,2
090120001045A005,495,0417,0,0,0
090120001045A032,1609,049,2,5,9
0901200010604030,474,046,0,0,1
0901200010619012,474,045,1,3,0
0901200010623007,1629,045,0,5,8
0901200010623008,1629,045,1,3,4
0901200010642013,1629,044,0,4,3
0901200010642022,1629,044,1,2,3
090120001077A016,1626,046,2,1,2
090120001077A024,1626,046,0,1,0
0901200010799002,1628,046,1,1,2
0901200010801016,1628,047,2,10,3
0901200010869013,1645,042,0,1,1
0901200010869014,1645,042,1,2,5
0901200011119036,1671,044,0,1,1
0901200011161002,1682,044,2,4,2
0901200011161013,1680,044,2,3,1
0901200011496021,475,047,0,2,1
0901200011509006,476,047,0,3,3
0901200011509036,476,047,0,0,3
0901200011513022,483,048,1,4,1
0901200011513029,483,048,2,1,4
0901200011903018,1602,041,0,0,0
090120001198A020,506,0414,0,0,1
0901200012009001,1682,042,2,8,5
0901200012047034,480,047,0,3,2
0901200012051007,482,047,1,2,0
0901200012070002,469,042,1,4,12
0901200012136006,1658,0410,0,0,1
0901200012140004,1656,0410,0,0,0
0901200012189022,1646,042,0,0,1
0901200012189030,1645,042,2,2,3
0901200012206003,477,047,0,0,0
0901200272032001,1718,047,0,1,3
0901200010040003,469,041,0,1,0
0901200010182043,492,043,0,2,5
0901200010197004,496,041,0,0,1
0901200010197005,496,041,0,0,3
0901200010214033,496,041,1,0,0
0901200010233014,1608,044,0,1,4
0901200010430001,494,045,1,16,39
0901200010430006,494,045,1,14,18
0901200010500002,472,043,0,0,1
0901200010549009,1472,049,0,0,1
0901200010549010,1472,049,0,1,1
0901200010553009,1612,046,0,2,6
0901200010572001,1614,045,2,73,56
0901200010572011,1614,045,0,0,0
0901200010572020,1614,045,0,0,0
0901200010619028,474,045,1,3,4
0901200010619029,474,045,0,0,1
0901200010642023,1636,044,1,1,1
0901200010657016,1639,042,0,6,5
0901200010657017,1639,042,0,1,0
0901200010657027,1639,042,0,1,2
0901200010765005,510,0416,0,0,0
090120001077A002,1626,046,0,2,1
090120001077A003,1626,046,0,1,2
0901200010784003,1628,047,0,2,5
0901200010820027,1636,045,0,0,1
0901200010869044,1642,048,4,0,0
0901200010888007,1646,042,0,1,3
0901200010905002,1647,043,1,1,5
0901200010905011,1647,042,1,3,3
0901200011034023,1654,049,0,0,0
0901200011072007,1671,044,1,0,0
0901200011072019,1664,044,0,7,10
0901200011195003,1693,043,0,1,2
0901200011458003,1637,048,2,5,2
0901200011458012,1635,048,2,2,3
0901200011477018,1632,048,0,1,1
090120001159A034,1699,044,0,0,0
0901200011621031,1693,043,0,0,0
0901200011636011,1693,043,0,0,0
0901200011759001,,046,0,0,2
0901200011890019,1606,041,0,0,0
0901200011937015,1473,0412,0,1,0
0901200011956040,469,042,0,1,0
0901200011960005,487,,0,1,4
0901200011975003,504,0414,0,1,0
0901200012009004,1684,042,0,3,0
0901200012013013,1693,042,5,23,15
0901200012051027,482,047,1,5,1
0901200012066021,1621,041,0,2,5
0901200012136008,1658,0410,0,2,1
0901200012136009,1658,0410,1,8,6
0901200012136017,1658,0410,0,4,2
0901200012140006,1656,0410,1,1,4
0901200012189007,1645,042,2,3,7
0901200012189015,1645,042,1,2,0
0901200012206024,477,047,1,0,9
0901200012210002,478,047,0,3,7
0901200012210020,478,047,0,2,2
0901200012225020,1670,045,1,1,2
0901200012225029,1664,045,0,0,0
0901200012282028,1672,045,0,5,3
0901200012441035,523,043,0,2,5
0901200261528037,1702,046,1,2,0
0901200261528046,1702,046,1,1,2
0901200261674011,1700,046,1,4,11
0901200261674012,1700,046,2,8,3
0901200262418007,1701,045,0,1,0
0901200010572019,1614,045,0,0,0
0901200010801017,1628,047,3,6,7
0901200010816002,1636,045,1,1,1
0901200010962007,1652,048,0,0,11
0901200011072023,1664,044,1,3,13
090120001198A029,506,0414,0,0,0
090120001198A030,506,0414,0,0,3
0901200271763042,1718,047,2,1,2
0901200010623018,1629,045,0,2,8
0901200010661009,1639,042,0,0,0
090120001084A005,1636,048,0,0,1
0901200010869023,1645,042,2,1,1
0901200010021005,469,041,0,0,0
0901200010318021,1624,043,0,0,0
0901200010074011,488,041,0,0,1
0901200010074021,488,041,0,0,2
0901200010125021,1606,041,0,1,0
090120001013A004,489,041,4,7,11
090120001020A012,498,043,0,2,2
0901200010303018,1624,043,0,1,4
0901200010318003,1624,043,0,1,1
0901200010318013,1624,043,1,5,3
0901200010318022,1624,043,0,3,2
0901200010322002,1624,042,2,6,9
0901200010322018,1624,043,0,4,3
0901200010337002,1625,042,1,5,4
0901200010411009,493,045,0,4,22
0901200010426005,1601,045,0,2,5
0901200010500041,472,043,0,3,1
0901200010515025,472,043,0,4,3
090120001052A006,472,043,3,20,26
090120001052A017,473,045,1,4,6
090120001052A025,472,043,0,0,2
0901200010568018,1609,0410,2,9,14
0901200010587013,1619,0415,0,0,0
0901200010587028,1619,0415,0,0,1
0901200010604010,474,046,0,0,4
0901200010604032,473,046,0,1,1
0901200010708028,1611,045,9,22,37
090120001077A026,1626,046,1,0,1
090120001077A027,474,046,3,4,6
0901200010799022,1628,047,0,6,5
0901200010799023,1628,047,2,6,11
0901200010816004,1630,045,1,2,0
0901200010924021,1663,043,0,0,0
0901200010939007,1664,046,0,6,13
0901200010939014,1664,046,0,0,0
0901200010943006,1649,046,0,3,3
0901200010996003,512,046,0,15,26
0901200010996004,512,046,0,0,0
0901200011119008,1666,044,1,12,9
0901200011157015,1662,0411,1,2,0
0901200011161034,1681,045,0,1,0
0901200011316021,1645,042,1,7,0
0901200011481023,485,048,1,5,2
0901200011481033,485,048,2,2,6
0901200011481053,485,048,0,0,1
0901200011496005,1626,047,0,1,1
0901200011496014,1626,047,0,2,0
0901200011496030,475,047,0,0,1
0901200011513005,483,048,0,6,3
0901200011640048,1687,042,0,0,2
0901200011602039,1699,044,0,1,0
0901200011621012,1693,043,0,0,0
0901200010074001,488,041,0,0,2
0901200010125012,489,041,1,0,0
0901200010125020,489,041,0,0,0
090120001013A002,489,041,0,8,4
090120001013A003,489,042,6,10,19
0901200010178011,493,042,1,17,11
0901200010182005,491,043,0,2,4
0901200010182006,491,043,0,1,0
0901200010182015,491,043,1,3,3
0901200010182016,491,043,0,4,4
0901200010214017,496,041,0,1,3
0901200010214031,496,041,0,1,0
0901200010214032,496,041,0,1,0
0901200010233012,498,043,0,1,4
0901200010233013,1608,044,0,0,2
0901200010303007,472,043,1,3,5
0901200010303014,472,043,2,9,6
0901200010303017,1624,043,0,0,2
0901200010318028,1624,043,0,0,2
0901200010322001,1624,042,0,3,7
090120001038A005,1649,046,0,0,5
090120001038A016,1649,047,0,0,3
0901200010394016,491,044,0,1,7
0901200010394017,491,044,0,1,0
0901200010394018,493,042,0,0,5
0901200010430014,494,0417,0,0,3
0901200010445004,494,0417,1,4,5
0901200010445012,494,0417,0,4,0
090120001045A013,495,0417,0,9,9
090120001045A020,1609,049,0,4,6
090120001045A023,495,0417,0,0,0
090120001045A030,1609,049,1,4,2
0901200010464010,495,0410,0,1,7
0901200010498001,501,0413,0,2,2
0901200010498002,508,0413,0,0,1
0901200010553023,1609,0410,0,0,0
0901200010549006,1609,049,3,3,15
0901200010553005,1609,0410,1,3,3
0901200010568006,1611,0410,0,0,0
0901200010568017,1609,0410,0,8,8
0901200010572002,1614,045,0,0,0
0901200010587020,1619,0415,0,0,0
0901200010587022,1619,0415,0,0,1
0901200010587042,1619,0415,1,2,2
0901200010587043,1619,0415,0,0,0
0901200010591011,509,0415,0,0,1
0901200010604017,473,046,0,5,2
0901200010604018,473,046,0,6,0
0901200010604025,474,046,0,3,8
0901200010619025,474,045,1,0,1
0901200010619026,474,045,1,5,4
0901200010619027,474,045,0,0,0
0901200010661027,1639,042,0,0,0
0901200010676006,1647,043,1,2,1
0901200010676007,1647,043,1,1,4
0901200010676017,1647,043,0,3,0
0901200010695002,513,048,0,1,0
0901200010695003,494,0417,0,3,8
0901200010731003,509,0416,0,0,0
0901200010731006,509,0416,2,4,15
0901200010731017,1620,0416,0,0,0
0901200010731018,1620,0416,0,0,0
0901200010746007,1615,045,0,0,0
0901200010765002,510,0416,0,0,0
0901200010765014,510,0416,0,0,0
0901200010765022,510,0416,0,0,0
0901200010765037,510,0416,0,0,0
0901200010816030,1636,048,0,0,2
090120001077A015,1626,047,1,3,1
0901200010820010,1636,044,0,4,5
0901200010820018,1629,045,1,4,2
0901200010820025,1629,045,0,7,7
0901200010835004,1636,044,0,0,1
0901200010835014,1636,048,0,2,0
090120001084A012,1636,044,0,2,1
0901200010854017,1639,042,0,0,0
0901200010869012,1639,042,0,0,1
0901200010888014,1646,042,0,3,2
0901200010888015,1646,042,0,0,2
0901200010888035,1646,042,0,0,1
0901200010892002,1646,042,2,2,1
0901200010939006,1664,046,0,0,1
0901200010943004,1649,047,0,1,5
0901200010958008,1649,047,1,2,10
0901200010962004,1652,048,3,4,9
0901200010996012,512,046,0,1,1
0901200011053009,1654,049,0,0,1
0901200011068009,515,049,1,10,10
0901200011119007,1666,044,1,5,6
0901200011119016,1666,044,1,9,7
0901200011119019,1666,044,0,4,2
0901200011119038,1671,044,0,0,1
0901200011176007,1682,0411,1,6,15
0901200011195026,1693,042,1,2,1
0901200011369001,1621,041,1,12,7
0901200011458010,1637,048,0,2,2
0901200011458011,1635,048,1,1,1
0901200011458030,1635,048,0,0,1
0901200011513003,483,048,3,3,5
0901200011513004,483,048,1,1,1
0901200011513014,483,048,0,5,1
0901200011602012,1699,044,4,32,19
0901200011602033,1699,044,0,2,0
0901200011640061,1688,042,1,3,7
0901200011640062,1690,042,1,1,0
0901200011744015,1696,046,0,0,1
0901200011937003,500,0412,1,18,14
0901200011956014,487,041,0,4,25
0901200011960003,1646,,0,0,1
0901200011960011,487,041,2,7,33
0901200011975015,505,0414,0,0,0
0901200011975038,505,0414,0,0,0
0901200011975040,505,0414,0,0,0
090120001198A001,506,0414,0,1,9
0901200011994017,507,0414,0,0,0
0901200012009003,1684,042,0,3,1
0901200012009012,1686,042,0,2,3
0901200012009020,1686,042,1,1,4
0901200012009021,1686,042,1,5,1
0901200012051026,482,047,1,7,2
0901200012136007,1658,0410,0,1,4
0901200012136015,1658,0410,1,3,4
0901200012102003,1654,049,7,19,33
0901200012136023,1658,0410,0,3,4
0901200012121052,1658,0410,1,2,1
0901200012121060,515,049,0,3,4
0901200012136024,1657,0410,0,1,5
0901200012140035,1656,0410,0,1,0
090120001216A032,508,0413,1,1,6
090120001216A033,508,0413,2,3,9
0901200012189006,1645,042,0,3,7
0901200012189013,1645,042,4,7,13
0901200012189014,1645,042,2,4,5
0901200012193016,1646,042,0,2,0
0901200012210009,478,047,0,2,0
0901200012210010,478,047,0,0,2
0901200012210017,478,047,3,2,2
0901200012210019,478,047,0,4,1
0901200012210027,478,047,0,1,0
0901200012210028,478,047,1,1,0
0901200012244004,1662,0410,0,1,1
0901200012263002,1657,0410,0,0,5
0901200012263006,1657,0410,0,0,2
0901200012263007,1657,0410,0,1,3
0901200012263013,1657,0410,3,2,3
0901200012278003,1673,045,1,3,3
0901200012278019,1674,045,0,0,0
0901200012282059,1667,,1,1,0
0901200012456012,519,046,1,0,3
0901200261532039,1702,046,1,3,2
090120026166A017,1700,046,0,0,0
0901200262297007,1702,046,1,3,4
0901200262403025,1701,045,0,0,4
0901200272422008,1707,047,1,8,5
0901200271797044,1714,047,0,0,0
0901200262403030,1701,045,0,0,0
0901200010619013,474,045,0,0,1
0901200010888048,1646,042,0,0,1
090120001084A018,1636,048,0,0,1
0901200010888019,1646,042,0,1,0
0901200010939002,1664,044,1,32,39
0901200012136031,1658,0410,2,1,4
0901200010981004,513,048,2,4,7
0901200012051008,482,047,0,4,3
0901200011369048,469,041,0,1,6
0901200010360006,1647,043,0,3,9
0901200011439007,1638,048,0,0,0
0901200010267002,501,0412,0,3,5
0901200010267007,500,0412,0,1,5
0901200010731015,1620,0416,0,0,0
0901200010765007,510,0416,0,0,0
0901200012441046,523,043,0,1,2
0901200011547003,1645,048,2,17,16
0901200012441016,523,043,0,1,1
0901200012013011,1693,042,1,2,2
0901200011617006,1699,045,0,5,1
0901200262437006,1700,041,0,0,0
0901200262437002,1700,041,0,0,0
0901200262437001,1700,041,0,0,0
090120001159A042,1699,044,0,0,0
0901200011462004,1642,048,1,19,25
0901200010233004,1608,043,1,6,12
0901200010445008,494,0417,2,2,6
0901200012441013,1692,042,1,2,1
0901200012441015,523,042,1,4,1
0901200262437003,1700,046,0,1,0
0901200011617002,524,044,0,2,3
0901200010905038,1647,042,0,0,0
0901200010905039,1647,042,0,0,0
0901200010905040,1647,042,0,0,0
0901200010905041,1647,042,0,0,0
0901200010905042,1663,042,0,0,0
0901200010905043,1647,042,0,0,0
0901200011462050,1642,048,0,0,0
0901200011462051,1642,048,0,0,0
0901200011462052,1642,048,0,0,0
0901200011462053,1642,048,0,0,0
0901200011462054,1642,048,0,0,0
0901200012441052,524,043,0,0,0
0901200012441053,524,043,0,0,0
0901200012441056,524,043,0,0,0
0901200012441057,523,042,1,0,1
0901200011617032,524,044,1,0,2
0901200011617033,1699,045,0,0,0
0901200271763043,1718,047,0,1,0
0901200271763044,1718,047,0,0,0
0901200271763045,1718,047,0,0,0
0901200271763046,1718,047,0,0,0
090120001216A036,501,0413,0,0,0
090120001216A037,501,0413,0,0,0
090120001216A038,501,0413,0,0,0
0901200261706012,1702,046,0,9,2
0901200271778034,1711,047,0,0,0
0901200271778001,1709,047,1,16,8
0901200261706002,1702,046,0,0,0
0901200261706019,1702,046,0,1,0
0901200261706020,1702,046,0,2,0
0901200011636017,1693,043,0,0,0
0901200011636016,1693,043,1,2,0
0901200262390003,,045,1,1,2
0901200012225016,1670,045,0,0,0
090120027230A008,1705,047,0,1,1
0901200012013036,1693,042,0,0,0
0901200262403035,1701,045,0,0,0
0901200012386001,,044,0,0,0
0901200012441030,1692,043,0,0,0
0901200012386002,,044,0,0,0
0901200012441024,524,043,0,0,0
0901200261706009,1702,046,0,1,0
0901200262403017,1701,045,0,0,0
0901200262403006,1701,045,0,0,0
0901200262403008,1701,045,0,0,0
090120027230A007,1705,047,2,7,3
0901200262403037,1701,045,0,0,0
0901200262390002,1700,045,0,0,0
0901200012441034,523,043,0,3,3
0901200011621035,1693,043,0,0,0
0901200012441054,1692,043,0,0,0
0901200262390004,1700,046,0,0,1
0901200010233034,1608,044,0,0,0
0901200010182035,491,043,3,4,5
0901200010233035,1608,044,0,0,0
0901200010233036,1608,044,0,0,0
0901200010233037,1608,044,0,0,0
0901200010233038,1608,044,0,0,0
0901200271797039,1714,047,0,0,0
0901200271797040,1714,047,0,0,0
0901200271797041,1714,047,0,0,0
090120027230A009,1705,047,0,0,0
0901200012225014,1670,045,1,4,4
0901200012225022,1670,045,3,15,23
0901200012225023,1670,045,0,0,1
0901200012456005,520,046,0,1,0
0901200272028026,1718,047,4,8,2
0901200272028017,1718,047,1,12,8
0901200272422011,,047,0,1,0
0901200272422012,,047,0,3,0
0901200272422014,,047,0,0,0
0901200272422013,,047,0,0,0
0901200272422015,,047,1,4,1
090120027230A002,1707,047,1,14,2
0901200272422016,,047,0,0,0
0901200272422017,,047,1,10,4
0901200272422019,,047,0,0,0
0901200272422018,,047,0,0,0
0901200012441055,1692,043,0,0,1
0901200012441008,1692,043,0,0,1
0901200011104014,1666,044,0,5,6
0901200011104019,1666,044,0,10,5
090120027230A010,1705,047,2,6,0
0901200262403022,1701,045,0,0,0
0901200262403034,1701,045,0,0,0
0901200262403023,1701,045,2,4,5
0901200271782057,1718,047,0,7,1
0901200271782058,1718,047,0,0,0
0901200271782051,1718,047,0,2,0
0901200271782020,1718,047,0,3,1
0901200271782059,,,0,1,0
0901200271782047,1718,047,3,15,5
0901200271797065,1712,047,1,0,0
0901200271797016,1712,047,0,3,0
0901200271797064,1712,047,1,2,0
0901200271797066,1715,047,1,2,3
0901200271797004,1718,047,0,6,0
0901200271797054,1714,047,1,1,0
0901200012013035,1693,042,0,0,0
0901200012013008,1693,042,2,12,6
0901200012013019,1693,042,2,8,5
090120026166A014,1700,046,9,15,18
0901200010182025,491,043,1,8,9
0901200011602050,1699,044,0,0,0
0901200262437008,1700,041,0,1,0
0901200262437009,1700,041,1,3,1
0901200262437011,1700,046,0,0,0
0901200262437010,1700,046,0,0,0
0901200011602027,1699,044,0,6,1
0901200011602018,1699,044,1,6,9
0901200011602035,1699,044,0,2,0
0901200012386005,,044,0,1,0
0901200012386003,,044,0,0,0
0901200012441058,1692,043,0,0,0
0901200012441009,1692,043,0,2,0
0901200012441010,1692,043,2,4,8
0901200262403005,1701,045,0,1,0
0901200262403007,1701,045,0,0,0
0901200261689007,1700,046,0,1,0
0901200261674005,1700,046,1,10,11
0901200261674041,1700,046,0,0,1
0901200261528036,1700,046,6,20,15
0901200261528053,1700,046,0,2,0
0901200261528043,1702,046,0,3,1
0901200271782055,1718,047,1,4,1
0901200012352003,524,044,0,0,0
0901200012352004,524,044,0,0,0
0901200012456016,521,046,0,4,4
0901200012456002,521,046,3,8,8
0901200011640067,1692,043,0,2,1
0901200012456003,521,046,2,8,10
0901200012456015,520,046,0,0,3
0901200012456017,520,046,0,0,0
0901200012263003,1657,0410,7,51,52
0901200011000016,511,046,1,1,0
0901200011000017,511,046,0,7,18
0901200011000019,511,046,0,0,3
0901200010341009,1625,042,0,0,1
0901200010500038,472,043,1,4,6
0901200010500045,472,043,0,0,0
0901200010500005,472,043,0,4,4
0901200010500040,472,043,2,10,5
0901200010500044,472,043,0,1,0
090120001173A004,481,041,1,6,1
090120001173A006,481,041,0,2,0
090120001173A016,481,041,0,1,0
090120001173A005,481,041,1,4,5
0901200012282038,1667,,0,0,3
0901200011424055,1672,045,0,6,7
0901200011195014,1697,043,4,6,3
0901200011195013,1697,046,0,6,8
0901200011195045,1695,046,0,0,0
0901200012456014,521,046,0,0,0
0901200012456013,521,046,1,0,0
0901200012441039,524,044,0,0,3
0901200011424054,1676,045,0,5,2
0901200012282061,1668,042,0,0,0
0901200012282060,1668,042,0,0,0
0901200010905036,1647,042,0,0,0
0901200011640078,1690,042,0,0,1
0901200010445006,494,0417,0,1,1
0901200010229007,1607,042,0,0,0
0901200012066049,469,041,0,0,0
0901200011956041,469,042,0,0,1
0901200010430024,494,045,0,0,0
0901200010394002,493,044,0,0,1
090120001020A003,498,043,0,0,1
0901200012456004,521,046,0,0,0
0901200271763040,1710,047,1,3,2
0901200012009022,1682,0411,5,7,18
0901200261528015,1702,046,0,5,3
0901200271778013,1718,047,2,6,4
0901200010106001,489,041,0,4,6
0901200011034016,1654,049,1,3,2
0901200012441026,1692,043,0,0,0
0901200012441059,1692,043,0,0,0
0901200011068033,515,049,0,0,0
0901200011068034,515,049,0,0,1
0901200271797019,1717,047,5,37,22
0901200011462039,1642,048,1,5,5
0901200012013038,1693,042,0,2,2
0901200012013042,1693,042,4,7,6
0901200010445007,494,0417,0,16,28
0901200011068043,515,049,0,0,0
0901200011068018,515,049,0,0,0
0901200011068014,515,049,1,7,14
0901200012047004,1627,047,0,1,1
0901200012047032,1627,047,0,0,2
0901200272422020,1707,047,0,0,0
0901200271797055,1718,047,0,1,0
0901200011195002,1693,042,0,2,2
0901200011195047,1693,042,0,0,0
0901200271763010,1718,047,2,6,5
090120026166A024,1700,046,0,1,0
0901200271763015,1718,047,0,0,0
090120026166A009,1700,046,0,0,0
090120026166A023,1700,046,0,0,0
0901200011068004,514,049,1,12,19
0901200011890023,1606,041,0,1,0
0901200011890016,1606,041,0,0,0
0901200011890012,1606,041,0,0,1
0901200261532018,1702,046,2,8,2
0901200012456006,520,046,2,1,4
0901200261693002,1702,046,1,6,5
0901200272032016,1718,047,2,27,9
0901200272032013,1718,047,1,3,1
0901200261689001,1700,046,0,0,0
0901200012441023,524,043,0,0,0
0901200012456001,521,046,2,0,1
0901200272422002,1707,047,4,24,5
0901200272422005,1707,047,0,0,0
090120001159A019,1693,044,0,0,0
090120001159A002,1693,044,1,3,3
090120001159A039,1693,044,1,2,2
090120001159A040,1693,044,0,0,0
0901200012441005,524,043,1,7,2
0901200011547011,1645,048,0,2,3
0901200012009037,1684,042,0,2,0
0901200012013041,1693,043,0,1,1
0901200012121014,517,0410,1,1,1
0901200012121051,517,0410,0,0,0
0901200012121050,517,0410,0,0,0
0901200012193018,1646,042,0,0,0
0901200012193017,1646,042,1,3,5
0901200012206026,477,047,0,0,0
0901200012282035,1667,045,0,0,1
0901200012282033,1667,045,0,1,0
0901200012441060,1692,043,0,0,0
0901200012386004,,044,0,0,0
0901200011602004,1699,044,0,5,1
0901200012193003,1646,042,0,0,0
0901200012193008,1646,042,0,3,0
0901200012193007,1646,042,2,5,4
0901200012193031,1646,042,0,0,1
0901200012206031,477,047,0,1,0
0901200012206030,477,047,0,5,3
0901200012206027,477,047,0,1,0
0901200012206028,477,047,0,0,0
0901200012206014,477,047,1,2,3
0901200012206029,477,047,2,7,3
0901200012121009,1658,049,0,4,0
0901200012121013,517,0410,2,15,5
0901200012121056,517,0410,0,3,0
0901200011509032,476,047,2,2,4
0901200011509042,476,047,0,3,0
0901200011157035,1662,0411,0,0,0
0901200011157016,1662,0411,0,5,1
0901200012013022,1693,043,0,1,0
0901200012013010,1693,042,0,3,1
0901200012009034,1684,042,0,0,1
0901200012009044,1684,042,0,0,0
0901200012282062,1668,,0,0,0
0901200012282057,1668,,0,1,0
0901200012282031,1667,045,1,0,1
0901200012282037,1669,045,2,4,6
0901200012282042,1669,045,0,0,3
0901200012282036,1669,045,0,1,0
0901200012282041,1667,042,0,2,2
0901200012282043,1669,045,1,4,4
0901200011621020,1693,043,2,7,7
0901200012441033,1692,042,1,6,4
0901200011195051,1693,042,0,4,7
0901200012441061,1692,043,0,0,0
0901200012441011,1692,043,1,1,3
0901200012441062,1692,043,0,0,0
0901200012282032,1667,045,0,6,3
0901200271797025,1715,047,0,1,0
0901200012441014,1692,042,0,6,4
0901200271778030,1718,047,2,16,5
0901200261528054,1700,046,0,0,0
0901200261528020,1700,046,9,52,32
0901200011744004,1693,0411,0,6,2
090120026166A025,1700,046,0,0,0
090120026166A022,1700,046,0,0,0
0901200011585032,1698,046,0,0,0
0901200011602048,1693,044,0,0,0
0901200011636014,1693,043,0,0,0
0901200011903012,1602,041,0,0,0
0901200011903010,1602,041,0,0,0
0901200012121053,516,049,0,0,0
0901200012121072,516,049,0,0,0
0901200012441029,1692,043,0,1,0
0901200012441050,522,043,0,0,0
0901200262297004,1702,046,0,0,0
0901200272032021,1718,047,1,2,1
0901200011602030,1699,044,0,2,0
0901200271763047,1718,047,5,8,11
0901200272032030,1718,047,4,10,11
0901200261674043,1700,046,0,0,0
0901200261674034,1700,046,0,1,1
0901200261693003,1702,046,0,5,0
090120001216A039,501,0413,0,0,0
0901200011903035,1602,041,0,0,0
0901200011903020,1602,041,0,0,1
0901200011903033,1602,041,0,3,1
0901200010816025,1630,045,0,0,1
0901200010816031,1630,045,0,0,0
0901200010816026,1630,045,0,8,8
0901200011655008,524,044,0,0,0
0901200010479011,1608,044,0,0,0
0901200010479012,1608,044,0,0,0
0901200010479003,1608,044,0,0,0
0901200010479013,1608,044,0,0,2
0901200010479015,1608,044,0,0,0
0901200012441066,524,047,0,0,0
0901200010479014,1608,044,0,0,0
0901200010479006,1608,044,0,0,0
0901200010479001,1608,044,1,16,32
0901200012352002,524,044,0,2,0
0901200271797024,1716,047,0,5,4
0901200011621021,1693,043,2,0,0
0901200012441065,524,044,0,0,0
0901200012121054,516,049,0,0,0
0901200012121071,516,049,0,0,0
0901200012121070,516,049,0,0,0
0901200012121068,516,049,0,0,0
0901200012121065,516,049,0,0,0
0901200012121067,516,049,0,0,0
0901200012121066,516,049,0,0,0
0901200012121069,516,049,0,0,0
0901200012121019,516,049,0,0,0
0901200012121004,516,049,5,28,33
0901200011744045,1693,0411,3,6,8
0901200262437004,1700,041,0,2,0
0901200271797015,1715,047,1,9,2
0901200272028020,1718,047,2,5,5
090120027230A005,1707,047,7,5,4
0901200262418035,,045,0,4,0
090120001159A014,1693,043,1,5,4
0901200011621028,1693,043,1,0,2
0901200011636009,1693,042,1,11,7
0901200011640079,1690,042,0,0,0
0901200012013002,1693,042,0,1,0
0901200010708013,1613,047,3,7,6
0901200012013003,1693,042,0,7,5
0901200012013012,1693,042,7,19,18
0901200011640053,1690,042,5,10,6
0901200011640055,1690,042,2,6,2
0901200011509033,476,047,0,1,0
0901200011509043,476,047,0,2,4
0901200011640058,1693,043,1,2,3
0901200010159014,1603,042,0,1,2
0901200261706021,,,0,0,0
0901200012441025,1692,043,0,0,0
0901200271763029,1718,047,3,5,0
0901200011602053,1693,044,0,0,0
0901200271763017,1718,047,1,6,2
0901200011602054,1693,044,0,0,0
0901200011655007,524,044,0,2,0
0901200011602046,1699,044,0,0,0
0901200261689014,1700,046,0,0,1
0901200262297003,1702,046,0,1,2
0901200011585016,1698,046,1,13,4
0901200011640024,1693,043,0,0,0
0901200011640077,1693,043,0,4,1
0901200271763048,1708,047,2,15,23
0901200011640080,1693,043,0,0,0
0901200272032004,1718,047,1,10,2
0901200272032029,1718,047,0,0,0
0901200272032031,1718,047,0,0,1
0901200272032032,1718,047,0,0,2
0901200272032026,1718,047,4,23,14
0901200272032028,1718,047,1,5,3
0901200272032027,1718,047,0,4,0
